asset_id,description,source_url,license,commercial_use_confirmed,evidence_path,status
pexels-video-30617548,stock footage for 'Traffic flow intersection' by Siarhei Dalivelia,https://www.pexels.com/video/aerial-view-of-bustling-city-intersection-30617548/,Pexels License (free commercial use),yes,stock_Traffic_flow_intersection_30617548.mp4,downloaded
pexels-video-17268397,stock footage for 'Building foundation concrete' by RayneStorm Wayne,https://www.pexels.com/video/constrution-site-17268397/,Pexels License (free commercial use),yes,stock_Building_foundation_concrete_17268397.mp4,downloaded
pexels-video-30166585,stock footage for 'McDonald's building facade' by Evgenij Mikhailov,https://www.pexels.com/video/modern-mcdonald-s-restaurant-at-night-30166585/,Pexels License (free commercial use),yes,stock_McDonald_s_building_facade_30166585.mp4,downloaded
pexels-video-7578015,stock footage for 'Real estate model' by Kindel Media,https://www.pexels.com/video/man-holding-a-miniature-house-7578015/,Pexels License (free commercial use),yes,stock_Real_estate_model_7578015.mp4,downloaded
pexels-video-6266286,stock footage for 'Stacks of cash' by Tima Miroshnichenko,https://www.pexels.com/video/pile-of-money-6266286/,Pexels License (free commercial use),yes,stock_Stacks_of_cash_6266286.mp4,downloaded
pexels-video-6689582,stock footage for 'Strategic chessboard move' by Tima Miroshnichenko,https://www.pexels.com/video/people-playing-chess-6689582/,Pexels License (free commercial use),yes,stock_Strategic_chessboard_move_6689582.mp4,downloaded
pexels-video-38698439,stock footage for 'Real estate graph' by Rafael Minguet Delgado,https://www.pexels.com/video/stock-market-data-analytics-on-digital-screen-38698439/,Pexels License (free commercial use),yes,stock_Real_estate_graph_38698439.mp4,downloaded
pexels-video-8102801,stock footage for 'Hand holding keys' by KoolShooters,https://www.pexels.com/video/a-person-tapping-fingers-on-a-steering-wheel-8102801/,Pexels License (free commercial use),yes,stock_Hand_holding_keys_8102801.mp4,downloaded
pexels-video-9921282,stock footage for 'golden arches' by Natalya Fedorova,https://www.pexels.com/video/triumphal-arch-under-overcast-sky-9921282/,Pexels License (free commercial use),yes,stock_golden_arches_9921282.mp4,downloaded
pexels-video-7081990,stock footage for 'fast food restaurant' by ilimdar avgezer,https://www.pexels.com/video/man-slicing-a-pizza-7081990/,Pexels License (free commercial use),yes,stock_fast_food_restaurant_7081990.mp4,downloaded
pexels-video-9196822,stock footage for 'puzzle pieces' by Ron Lach,https://www.pexels.com/video/a-person-playing-puzzles-with-a-kind-message-9196822/,Pexels License (free commercial use),yes,stock_puzzle_pieces_9196822.mp4,downloaded
pexels-video-30006159,stock footage for 'restaurant facade' by David Pickup |  Advertising & Marketing  🇬🇧,https://www.pexels.com/video/charming-english-village-building-facade-30006159/,Pexels License (free commercial use),yes,stock_restaurant_facade_30006159.mp4,downloaded
pexels-video-7429967,stock footage for 'global map' by Monstera Production,https://www.pexels.com/video/video-of-a-word-map-7429967/,Pexels License (free commercial use),yes,stock_global_map_7429967.mp4,downloaded
pexels-video-31493918,stock footage for 'local entrepreneur' by Reshaylin Pillay,https://www.pexels.com/video/local-store-vendor-in-urban-market-setting-31493918/,Pexels License (free commercial use),yes,stock_local_entrepreneur_31493918.mp4,downloaded
pexels-video-27878716,stock footage for 'fast food counter' by Mossan Cat,https://www.pexels.com/video/a-counter-with-a-display-of-food-items-27878716/,Pexels License (free commercial use),yes,stock_fast_food_counter_27878716.mp4,downloaded
pexels-video-10366109,stock footage for 'land surveyor' by Ron Lach,https://www.pexels.com/video/a-man-and-a-woman-having-a-conversation-10366109/,Pexels License (free commercial use),yes,stock_land_surveyor_10366109.mp4,downloaded
pexels-video-7577619,stock footage for 'real estate sign' by Kindel Media,https://www.pexels.com/video/for-sale-signage-in-front-of-a-house-7577619/,Pexels License (free commercial use),yes,stock_real_estate_sign_7577619.mp4,downloaded
pexels-video-32244801,stock footage for 'construction site' by Usman AbdulrasheedGambo,https://www.pexels.com/video/construction-worker-securing-scaffolding-cables-32244801/,Pexels License (free commercial use),yes,stock_construction_site_32244801.mp4,downloaded
pexels-video-8478946,stock footage for 'lease agreement' by ArtHouse Studio,https://www.pexels.com/video/person-writing-on-paper-8478946/,Pexels License (free commercial use),yes,stock_lease_agreement_8478946.mp4,downloaded
pexels-video-37196467,stock footage for 'diverse buildings' by K,https://www.pexels.com/video/aerial-view-of-philadelphia-skyline-with-historic-church-37196467/,Pexels License (free commercial use),yes,stock_diverse_buildings_37196467.mp4,downloaded
pexels-video-6909829,stock footage for 'globe spinning' by KoolShooters,https://www.pexels.com/video/a-person-spinning-a-globe-6909829/,Pexels License (free commercial use),yes,stock_globe_spinning_6909829.mp4,downloaded
pexels-video-33644284,stock footage for 'city property' by K,https://www.pexels.com/video/aerial-view-of-suburban-neighborhood-in-south-africa-33644284/,Pexels License (free commercial use),yes,stock_city_property_33644284.mp4,downloaded
pexels-video-32092697,stock footage for 'property deed' by Toàn BDS,https://www.pexels.com/video/aerial-view-of-lush-rural-farmlands-and-properties-32092697/,Pexels License (free commercial use),yes,stock_property_deed_32092697.mp4,downloaded
pexels-video-7578842,stock footage for 'landlord keys' by Kindel Media,https://www.pexels.com/video/key-on-a-person-s-hand-7578842/,Pexels License (free commercial use),yes,stock_landlord_keys_7578842.mp4,downloaded
